;2023-12-04;2024-11-06
2017-03-01;105.92209770749952;106.11344350030573
2017-04-01;106.11714152416275;106.42609114543271
2017-05-01;106.19654240284638;106.6425439194658
2017-06-01;106.20406639498545;106.75051091276148
2017-07-01;106.59762042517335;107.05424523445745
2017-08-01;107.08811098355272;107.42634955996395
2017-09-01;107.49071454335393;107.74927317640432
2017-10-01;107.71576228921505;107.95673556085087
2017-11-01;107.83809091144559;108.07057658082876
2017-12-01;108.24935837141054;108.43619612724822
2018-01-01;108.44340680117685;108.59746936125995
2018-02-01;108.50356615583937;108.6408438762494
2018-03-01;108.39380537307625;108.53479230530425
2018-04-01;108.20788052005939;108.3534965274062
2018-05-01;108.10222136681827;108.24196570282047
2018-06-01;108.15210964752328;108.2731066812739
2018-07-01;108.64822007647636;108.75317114462567
2018-08-01;109.21615941427173;109.30527737967537
2018-09-01;109.66333185441621;109.74302237607289
2018-10-01;109.60007174080968;109.68312688890455
2018-11-01;109.39282135056673;109.49648352511498
2018-12-01;109.04007794022974;109.17776355843137
2019-01-01;109.4591620991681;109.65772772247941
2019-02-01;110.16591822055682;110.4240025953451
2019-03-01;110.97179068716616;111.27564035364144
2019-04-01;111.03750585900276;111.43093447461055
2019-05-01;110.80105086695379;111.30085677909894
2019-06-01;110.59012520781982;111.18297488175713
2019-07-01;110.99953255167753;111.51808055821297
2019-08-01;111.47449231109549;111.89435352343692
2019-09-01;111.83596925057546;112.19441620974186
2019-10-01;111.85264747989541;112.22090771491636
2019-11-01;111.95387143861633;112.29319110704046
2019-12-01;112.07464569308294;112.33989254042038
2020-01-01;111.83438745587992;111.75717746082407
2020-02-01;111.70064608689671;111.24533947044915
2020-03-01;112.01047934956475;111.24616316961286
2020-04-01;109.69930743709108;109.12810893379896
2020-05-01;103.42052822862934;103.41637487765287
2020-06-01;96.94361105157982;97.46747113060661
2020-07-01;94.62873036983139;95.42993466302553
2020-08-01;96.5419672106294;97.30635107328308
2020-09-01;99.53353623606122;100.15677892559964
2020-10-01;103.30341728771438;103.75454923820315
2020-11-01;106.99386679949515;107.27632177210086
2020-12-01;108.72586098498297;108.97247553656163
2021-01-01;107.77801518288152;108.07867869422267
2021-02-01;106.40675057473993;106.80485436193167
2021-03-01;105.81019590917504;106.31039115517349
2021-04-01;106.44462019151231;107.19968588353409
2021-05-01;107.12092041077683;108.12714668906882
2021-06-01;107.95638416836418;109.11045856971506
2021-07-01;108.6404789346928;109.56883047269315
2021-08-01;109.37937820179516;110.05917412479423
2021-09-01;109.74722796564996;110.3070960873574
2021-10-01;110.32527097248231;111.06586421293987
2021-11-01;111.08290397153809;111.95148221259039
2021-12-01;112.10232188179124;112.96252240735518
2022-01-01;113.32717988215465;113.70987791109202
2022-02-01;114.22180829433736;114.1877335979794
2022-03-01;114.66268506779703;114.43846314231426
2022-04-01;113.11351185255387;113.70315307750937
2022-05-01;111.73485243249773;113.16168389179809
2022-06-01;111.05869478560727;113.02655038467384
2022-07-01;112.5235353597437;113.93676048121475
2022-08-01;113.97663784560714;114.79053266045007
2022-09-01;114.82824401609156;115.28064149977301
2022-10-01;114.8015088508875;115.42187656934381
2022-11-01;114.78625835214592;115.53402638421909
2022-12-01;115.14710203756147;115.87508663795407
2023-01-01;115.33004398159085;115.88120029594134
2023-02-01;115.48755682555458;115.90279648936014
2023-03-01;115.58287272579145;115.96565605290994
2023-04-01;115.8471440277201;116.37115563395233
2023-05-01;116.1200324009625;116.77963443907309
2023-06-01;116.1622802366942;116.91504843960354
2023-07-01;116.08667680257159;116.87183472041593
2023-08-01;115.83468136462909;116.72364944812273
2023-09-01;115.71466635168949;116.71788044393665
2023-10-01;116.0929500721304;117.1746143117488
2023-11-01;116.70564069140876;117.78497944150563
2023-12-01;117.46012955968685;118.46858319053578
2024-01-01;117.8960708599254;118.6557379596735
2024-02-01;118.20842911543139;118.74373996742534
2024-03-01;118.2865685394681;118.71442705695422
2024-04-01;118.25239165339943;119.11183008735472
2024-05-01;118.26224652055193;119.60259829647072
2024-06-01;118.46249760384634;120.14759254558936
2024-07-01;118.86754558195554;120.4518698289381
2024-08-01;119.19481236438676;120.65473848379636
2024-09-01;119.40668022271439;120.8283113043313
2024-10-01;119.6086821906101;121.18321345534667
2024-11-01;120.16755734176967;121.90271858997174
2024-12-01;121.01931302938193;122.88214151267155
