fecha;2026-05-26;2026-06-09
2006-01-01;0.5974281485561143;0.5948987271310627
2006-04-01;1.2713114033540218;1.2693259403441526
2006-07-01;0.4234347934953407;0.42336421420428216
2006-10-01;0.44832472875933355;0.4469655819610316
2007-01-01;1.3132057689367038;1.3111754499784085
2007-04-01;-0.040372913949707545;-0.04201176978102735
2007-07-01;0.37947791944562964;0.37970158820214545
2007-10-01;0.9441674445080377;0.9410578568675753
2008-01-01;1.0540392554770295;1.0523842641104986
2008-04-01;-0.4882323033598504;-0.4896954904315473
2008-07-01;-0.5241722213396615;-0.524794696602691
2008-10-01;0.08341808660322159;0.07933587609637982
2009-01-01;-1.848020817773434;-1.8499967904487047
2009-04-01;0.3780276884557006;0.3770856263779037
2009-07-01;-0.5320747391951226;-0.5329958698959963
2009-10-01;0.7242754774692289;0.7207528181146151
2010-01-01;-0.5771260449331085;-0.578298519683735
2010-04-01;0.6880450124050016;0.6878761377220773
2010-07-01;0.43502809408945753;0.432894335101123
2010-10-01;0.12032413185630601;0.11880682203208848
2011-01-01;0.45479258815979057;0.45274195925463107
2011-04-01;-0.4026609309563017;-0.4028591697730617
2011-07-01;0.5575450414145283;0.5548856429053511
2011-10-01;-0.09903508047654837;-0.09900604539945856
2012-01-01;0.5950863600615829;0.592083277426681
2012-04-01;-1.2556186042359607;-1.2562466328060515
2012-07-01;0.4399797531627578;0.43632666509260104
2012-10-01;-0.9241497695458828;-0.92245778732613
2013-01-01;-0.29731652006068904;-0.30212771772631025
2013-04-01;0.7686049719986453;0.7684357008501556
2013-07-01;0.12218768126442658;0.11931264265342738
2013-10-01;-0.2310663767604844;-0.22793592550055541
2014-01-01;1.4814967341328265;1.4773599175356218
2014-04-01;0.0774157054343949;0.07537952085397161
2014-07-01;0.4313312752417604;0.4294211375083659
2014-10-01;-0.00883103294807582;-0.00588996585019097
2015-01-01;0.4448230902933015;0.44023382507282877
2015-04-01;1.9865457148434238;1.9856399480323468
2015-07-01;0.24916189974034886;0.24717590347048538
2015-10-01;-0.3387680610926458;-0.3368500352513264
2016-01-01;1.5349961778514;1.5312002013293349
2016-04-01;-0.3612263717560986;-0.36311441263416616
2016-07-01;1.6491628633417026;1.6480184440981107
2016-10-01;-0.046279509066922346;-0.04548923226010818
2017-01-01;1.0968108955445854;1.0939212562383156
2017-04-01;0.32689187298903016;0.32599871407523145
2017-07-01;0.43657279962453144;0.4352220645634027
2017-10-01;1.546301478337792;1.5462536180873565
2018-01-01;-0.40611647880448404;-0.4091660309254837
2018-04-01;0.2193167907256143;0.2173911867399663
2018-07-01;0.4156676241266257;0.4152745551313905
2018-10-01;0.11665863050726379;0.11571095825017032
2019-01-01;1.9220790203486515;1.9209534961192147
2019-04-01;-0.31177117070044563;-0.3163698774201708
2019-07-01;0.368785363203254;0.3699326714596071
2019-10-01;0.2212257549308904;0.2208839291746647
2020-01-01;-0.23821639976234985;-0.23971306530788664
2020-04-01;-4.943061812876983;-4.9555167106033124
2020-07-01;-2.348318329913051;-2.3397213179236758
2020-10-01;4.5128887459631;4.511486568544911
2021-01-01;0.3213123317544407;0.3212327524973755
2021-04-01;1.1007219771271268;1.089883761469657
2021-07-01;0.6287813052651433;0.6347534892265926
2021-10-01;1.9110103116131398;1.9119870500002005
2022-01-01;1.1619334405187445;1.1627780166050483
2022-04-01;-0.32841122005616746;-0.34550890243545845
2022-07-01;2.095572716500746;2.107891647435807
2022-10-01;-0.6021178384364744;-0.602866922601898
2023-01-01;-0.37203937522041297;-0.3716302251289927
2023-04-01;1.5579349401937537;1.534874275410953
2023-07-01;-0.6686330425063054;-0.6509799458051769
2023-10-01;1.0253844524270697;1.0259377103197365
2024-01-01;0.339599800670978;0.3420179964065128
2024-04-01;0.5277239282775101;0.4916096892333979
2024-07-01;0.5593090443402502;0.5885426009422264
2024-10-01;0.4386340153965906;0.4399467131377808
2025-01-01;1.647100950617321;1.6524379453558904
2025-04-01;0.48930748410093367;0.4356410146466693
2025-07-01;0.5171213282387986;0.5625454322616094
2025-10-01;1.1764975959274042;1.179433042058466
2026-01-01;-1.1232143590846555;-1.0998640458356075
2026-04-01;1.8540951944761401;2.103816342869881
