fecha;2026-05-26;2026-06-09
2006-01-01;0.38600622717651933;0.38507838795219757
2006-02-01;0.9029122035636421;0.8998735786075172
2006-03-01;0.5033660149281811;0.49974421483347353
2006-04-01;1.4603048747956011;1.4588003264206177
2006-05-01;1.142340135728754;1.140523029737092
2006-06-01;1.2112891995377102;1.208654464874748
2006-07-01;1.0960802894751525;1.0966233752387002
2006-08-01;0.5602922889197355;0.5598198118842951
2006-09-01;-0.38606819790886593;-0.3863505445101487
2006-10-01;0.239016903140679;0.23860177404395994
2006-11-01;0.898391053952057;0.8967933195577777
2006-12-01;0.2075662291852647;0.20550165228135717
2007-01-01;1.9761899319546483;1.9756133170276873
2007-02-01;1.4382222938492082;1.4357760168993168
2007-03-01;0.5252050810062546;0.5221370160082217
2007-04-01;0.3323074818951073;0.331606128171021
2007-05-01;-0.33638600744505365;-0.3383751996073582
2007-06-01;-0.11704021629917627;-0.11926623790674484
2007-07-01;0.7536045470280068;0.7545024135318716
2007-08-01;0.600302283252824;0.6004937842325015
2007-09-01;-0.21547307194394194;-0.2158914331579369
2007-10-01;0.17867564947586811;0.17647765723928413
2007-11-01;1.3873164983551645;1.3833874198549023
2007-12-01;1.2665101856930803;1.2633084935085392
2008-01-01;1.4589335967703625;1.4588458199756746
2008-02-01;0.8698322470930238;0.8678889225765374
2008-03-01;0.8333519225677021;0.8304180497792832
2008-04-01;-0.9910216463252787;-0.9923295814379433
2008-05-01;-0.24385276073711515;-0.24525360735756296
2008-06-01;-0.22982250301715734;-0.23150328249913565
2008-07-01;-0.94878027294219;-0.9487447258305207
2008-08-01;-0.8628434802774078;-0.8633482230112178
2008-09-01;0.23910708920061322;0.23770885903366576
2008-10-01;0.5135230741555774;0.5111365299516157
2008-11-01;0.21644364652117734;0.21158774630593793
2008-12-01;-0.47971246086708996;-0.4847166479684142
2009-01-01;-2.458385980570708;-2.458742326929204
2009-02-01;-1.9264634654275277;-1.928574511741271
2009-03-01;-1.1592130073220672;-1.1626735326756394
2009-04-01;-0.035850667558772475;-0.036427038981325655
2009-05-01;0.6269277068442727;0.6253990239550561
2009-06-01;0.5430060260816016;0.5422848941599807
2009-07-01;-0.5178867798432842;-0.5173027388121345
2009-08-01;-0.8906539495236993;-0.8911153929709216
2009-09-01;-0.1876834882183842;-0.19056947790493317
2009-10-01;0.30047442108599853;0.2975455996212011
2009-11-01;1.0052658220721382;1.0012033002302996
2009-12-01;0.86708618924955;0.8635095544923446
2010-01-01;-0.8584278338164429;-0.8578977390086316
2010-02-01;-0.6575171197417479;-0.6586931046500438
2010-03-01;-0.21543318124113453;-0.2183047153925296
2010-04-01;0.9195359462991066;0.9190266955380075
2010-05-01;0.8455280989697818;0.8449799911514941
2010-06-01;0.29907099194611625;0.2996217264767303
2010-07-01;0.30855268124743124;0.30860133561492153
2010-08-01;0.25898892199464685;0.2568709658084327
2010-09-01;0.7375426790262944;0.7332107038800149
2010-10-01;-0.5298990223804612;-0.5318298571894181
2010-11-01;0.026339179461377094;0.025289899813428773
2010-12-01;0.8645322384880021;0.8629604234722548
2011-01-01;0.020353833414434586;0.020232799072393393
2011-02-01;0.17949396716317223;0.17642303989645935
2011-03-01;1.164529963901765;1.1615700387950403
2011-04-01;0.1299379206582506;0.12877362860590902
2011-05-01;-0.1523163711590001;-0.15205804246539412
2011-06-01;-1.1856043423681557;-1.1852930954596999
2011-07-01;-1.233261121545429;-1.2336624316736118
2011-08-01;1.130468295241179;1.1279685651381441
2011-09-01;1.7754279505478348;1.7703507952515212
2011-10-01;0.5541335156279796;0.5532614166475478
2011-11-01;-0.7328358638849753;-0.7316989430118362
2011-12-01;-0.1184028931726494;-0.11858060983408725
2012-01-01;0.39197568914863573;0.39066614978499503
2012-02-01;1.2419850778822092;1.2382522390990613
2012-03-01;0.15129831315390374;0.14733144339598653
2012-04-01;-1.7627861480607123;-1.764111406736935
2012-05-01;-1.7671803196033782;-1.7667974789635976
2012-06-01;-0.23688934504379122;-0.23783101271762208
2012-07-01;0.0724083501904077;0.0716787324030772
2012-08-01;0.5072183773643713;0.5034358765872996
2012-09-01;0.7403125319334942;0.7338653862874263
2012-10-01;-0.8187736459362432;-0.8193126390449067
2012-11-01;-1.1290068431809872;-1.12515793744815
2012-12-01;-0.8246688195204176;-0.8229027854853334
2013-01-01;-0.9983161521720373;-1.0012500962288238
2013-02-01;-0.16539221402607684;-0.1721697663445585
2013-03-01;0.27175880601604696;0.26703670939445145
2013-04-01;1.2969763665674938;1.2960120434999625
2013-05-01;0.6083962496144641;0.610300551429238
2013-06-01;0.400442299813978;0.3989945076212663
2013-07-01;-0.32584084782346645;-0.3268016519689886
2013-08-01;-0.2689797772107595;-0.2719590023050782
2013-09-01;0.9613836688275057;0.9566985822343489
2013-10-01;0.15021474823766856;0.15087647504105273
2013-11-01;-0.29670974165292474;-0.2912211241738124
2013-12-01;-0.546704136866197;-0.5434631273689066
2014-01-01;0.7838253578038581;0.7813176637560766
2014-02-01;1.8663316195667656;1.86060631483985
2014-03-01;1.7943332250278554;1.7901557740109393
2014-04-01;0.39795691535472943;0.39624233741619985
2014-05-01;-0.414847636858237;-0.4152522390893899
2014-06-01;0.24913783780669227;0.24514846423510486
2014-07-01;0.4877131389042486;0.487797027033178
2014-08-01;0.7733685353936042;0.7715857558995933
2014-09-01;0.03291215142742848;0.028880629592326568
2014-10-01;0.9166245081840706;0.9176643232866463
2014-11-01;-0.7968764408191297;-0.7920279289354933
2014-12-01;-0.14624116620916838;-0.14330629190172584
