;2024-11-06;2025-02-10
2024-02-01;119.6892585178866;119.69564451983717
2024-03-01;119.67976511426686;119.65925850140023
2024-04-01;119.87206371929746;119.87992130199754
2024-05-01;120.22366649824316;120.28383917540732
2024-06-01;120.66024984991279;120.76379478530461
2024-07-01;121.13909511818515;121.25969956282863
2024-08-01;121.49357415900869;121.62954935950995
2024-09-01;121.84594249792856;122.00758526797944
2024-10-01;122.19150586876951;122.3536524253719
2024-11-01;122.6307085653167;122.70688521533373
2024-12-01;123.02515465748371;123.05684710523971
2025-01-01;123.11317840612165;123.29878243092513
2025-02-01;123.14293658685921;123.80759490628421
2025-03-01;123.31110533412897;124.51406480904953
