;2023-12-04;2024-11-06
2006-01-01;1.019381892880752;0.8195160514273787
2006-04-01;1.3107706143268594;1.4561211721205272
2006-07-01;0.9801386102914444;0.9217921791735949
2006-10-01;0.8417019362596949;0.6950548161917254
2007-01-01;1.3851921033815937;1.4287679605046044
2007-04-01;0.7604422408605718;0.9258554830725935
2007-07-01;0.8173919355080197;0.5492661755000026
2007-10-01;0.38392361817254406;0.5705953527464178
2008-01-01;1.1720966015559229;1.0447466004688768
2008-04-01;0.2582850285084337;0.2687716621957096
2008-07-01;-1.3002643816095791;-1.1690371421162595
2008-10-01;-0.6442163187797505;-0.6736197361399944
2009-01-01;-1.5261274705842256;-1.3537764484244907
2009-04-01;-0.7974569532833375;-0.99129840990614
2009-07-01;-1.549634654690396;-1.3382188619315905
2009-10-01;0.28774003097536116;0.27010823209370716
2010-01-01;-1.2092492932665582;-1.0600444753022593
2010-04-01;0.5805514120271729;0.3574102493898181
2010-07-01;-0.16795676182815816;0.07789403328469718
2010-10-01;0.2904191791470022;0.06114104547667104
2011-01-01;-0.829545358784662;-0.8244046905214993
2011-04-01;-0.03455126608720427;0.2624112885768998
2011-07-01;-0.5572376663933376;-0.8603785979493103
2011-10-01;-0.3705566937335885;-0.18920032915378016
2012-01-01;-0.5796125574457465;-0.5419170188754757
2012-04-01;-1.09967058073145;-1.2595317065273233
2012-07-01;-0.33378161345718776;-0.18824441078689003
2012-10-01;-1.1185347422575695;-1.086419535616002
2013-01-01;0.1183776044893109;0.07765849376192335
2013-04-01;-0.5786966878961877;-0.44998449288898035
2013-07-01;0.2684800293546065;0.13538467455598452
2013-10-01;0.5065309502058997;0.4026533110773959
2014-01-01;0.06607329873161577;0.0052284723769931984
2014-04-01;0.6407103344604219;0.7052366655397327
2014-07-01;0.3692250606382072;0.49351458468361825
2014-10-01;0.587460824756417;0.6031712757122656
2015-01-01;0.7087549046022744;0.7502425115778885
2015-04-01;1.2924869015819063;1.1652352532902441
2015-07-01;0.4280159925690615;0.4721505067928764
2015-10-01;1.118198109628314;1.0354177796720907
2016-01-01;0.6547281565088727;0.701400480750189
2016-04-01;0.3149293277274672;0.36370616004578415
2016-07-01;0.7361511242916714;0.6010706054430626
2016-10-01;0.34253019527828865;0.5535830325882973
2017-01-01;0.9313685077855027;0.7374439329055149
2017-04-01;0.5995063956783645;0.7741540606684245
2017-07-01;0.955250727735008;0.8300453869417688
2017-10-01;0.802375286962963;0.695474771806359
2018-01-01;0.4036765081158278;0.337561798941186
2018-04-01;-0.22222347529309977;-0.23741141074405492
2018-07-01;0.9887219807016825;0.950951516827966
2018-10-01;-0.005616798512266652;0.012907747185490426
2019-01-01;1.0393699804955727;1.1649877828717803
2019-04-01;0.2816528679840483;0.5145095946240125
2019-07-01;0.7647092789786902;0.671792907566312
2019-10-01;0.4335749473788524;0.3615627674514148
2020-01-01;-0.25758145530695836;-0.9604824757020588
2020-04-01;-8.165748688341518;-7.727784702916039
2020-07-01;-4.395272710751729;-3.8203093867263025
2020-10-01;8.350441007779342;7.975344375098601
2021-01-01;0.08606686403487046;0.15239440150481023
2021-04-01;0.9134550837463229;1.4577005065045539
2021-07-01;1.7431033077707951;1.4374622003334427
2021-10-01;1.836860801144291;1.988719958296723
2022-01-01;2.6364366779570796;1.8237652594652185
2022-04-01;-2.0759678402902213;-0.7774924035402159
2022-07-01;1.9386044040550703;1.324274350465085
2022-10-01;0.864007911560964;0.8056108162641491
2023-01-01;0.4369279204533717;0.19428550004497416
2023-04-01;0.5022815797868623;0.6884316945863902
2023-07-01;-0.13155519068107518;0.06587141898853405
2023-10-01;0.8894946147645519;1.008443609213053
2024-01-01;1.0144149350240073;0.58250344691401
2024-04-01;0.22162851060265182;0.9093728413475908
2024-07-01;0.7221255568030254;0.7858256793645193
2024-10-01;0.8624656733142803;1.0840371130062465
